Season,Matchday,HomeTeam,AwayTeam,1stScore,HTR,FTR,HTHG,HTAG,FTHG,FTAG
2032920,28,liv,cry,2,2,2,0,1,0,1
2032920,28,west ham,bur,1,3,1,1,1,2,1
2032920,28,sou,wol,1,3,1,0,0,2,0
2032920,29,cry,bou,3,3,3,0,0,0,0
2032920,29,bur,wat,2,2,3,0,1,1,1
2032920,29,wol,che,2,2,2,0,2,0,2
2032920,29,londn,eve,2,3,2,0,0,0,2
2032920,29,man red,west ham,1,3,1,0,0,1,0
2032920,29,lei,liv,3,3,3,0,0,0,0
2032920,29,new,man blue,1,1,3,2,0,2,2
2032920,29,tot,sou,1,1,1,1,0,1,0
2032920,30,wat,man red,1,1,1,1,0,4,0
2032920,30,man blue,wol,1,3,1,1,1,4,1
2032920,30,liv,bur,2,2,3,0,1,1,1
2032920,30,sou,cry,3,3,3,0,0,0,0
2032920,30,che,tot,1,3,1,2,2,4,2
2032920,30,londn,new,2,1,1,2,1,2,1
2032920,30,eve,west ham,1,2,3,1,2,2,2
2032920,30,bou,lei,1,3,1,0,0,2,0
